,text_data,source,best_key_word,category,label
0,eradicating extreme poverty for all people everywhere by is a pivotal goal of the agenda for sustainable development,https://www.un.org/sustainabledevelopment/poverty,extreme poverty,Goal 1: End poverty in all its forms everywhere,1
1, extreme poverty defined as surviving on less than ,https://www.un.org/sustainabledevelopment/poverty,extreme poverty,Goal 1: End poverty in all its forms everywhere,1
2, per person per day at purchasing power parity has witnessed remarkable declines over recent decades,https://www.un.org/sustainabledevelopment/poverty,power parity,Goal 1: End poverty in all its forms everywhere,1
3,however the emergence of covid marked a turning point reversing these gains as the number of individuals living in extreme poverty increased for the first time in a generation by almost million over previous predictions,https://www.un.org/sustainabledevelopment/poverty,poverty increased,Goal 1: End poverty in all its forms everywhere,1
4,even prior to the pandemic the momentum of poverty reduction was slowing down,https://www.un.org/sustainabledevelopment/poverty,momentum poverty,Goal 1: End poverty in all its forms everywhere,1
5, by the end of nowcasting suggested that ,https://www.un.org/sustainabledevelopment/poverty,2022 nowcasting,Goal 1: End poverty in all its forms everywhere,1
6, per cent of the world s population or as many as million people could still be living in extreme poverty,https://www.un.org/sustainabledevelopment/poverty,world population,Goal 1: End poverty in all its forms everywhere,1
7, this setback effectively erased approximately three years of progress in poverty alleviation,https://www.un.org/sustainabledevelopment/poverty,poverty alleviation,Goal 1: End poverty in all its forms everywhere,1
8,if current patterns persist an estimated of the global population around million people could still find themselves trapped in extreme poverty by with a significant concentration in sub saharan africa,https://www.un.org/sustainabledevelopment/poverty,poverty 2030,Goal 1: End poverty in all its forms everywhere,1
9,a shocking revelation is the resurgence of hunger levels to those last observed in ,https://www.un.org/sustainabledevelopment/poverty,hunger levels,Goal 1: End poverty in all its forms everywhere,1
10, equally concerning is the persistent increase in food prices across a larger number of countries compared to the period from to ,https://www.un.org/sustainabledevelopment/poverty,food prices,Goal 1: End poverty in all its forms everywhere,1
11, this dual challenge of poverty and food security poses a critical global concern,https://www.un.org/sustainabledevelopment/poverty,food security,Goal 1: End poverty in all its forms everywhere,1
12,poverty has many dimensions but its causes include unemployment social exclusion and high vulnerability of certain populations to disasters diseases and other phenomena which prevent them from being productive,https://www.un.org/sustainabledevelopment/poverty,poverty dimensions,Goal 1: End poverty in all its forms everywhere,1
13,why should i care about other people s economic situation ,https://www.un.org/sustainabledevelopment/poverty,people economic,Goal 1: End poverty in all its forms everywhere,1
14,there are many reasons but in short because as human beings our well being is linked to each other,https://www.un.org/sustainabledevelopment/poverty,human beings,Goal 1: End poverty in all its forms everywhere,1
15, growing inequality is detrimental to economic growth and undermines social cohesion increas ing political and social tensions and in some circumstances driving instability and conflicts,https://www.un.org/sustainabledevelopment/poverty,growth undermines,Goal 1: End poverty in all its forms everywhere,1
16,strong social protection systems are essential for mitigating the effects and preventing many people from falling into poverty,https://www.un.org/sustainabledevelopment/poverty,social protection,Goal 1: End poverty in all its forms everywhere,1
17, the covid pandemic had both immediate and long term economic consequences for people across the globe and despite the expansion of social protection during the covid crisis per cent of the world s population about billion people are entirely unprotected,https://www.un.org/sustainabledevelopment/poverty,19 pandemic,Goal 1: End poverty in all its forms everywhere,1
18,in response to the cost of living crisis countries and territories announced almost social protection measures between february and february ,https://www.un.org/sustainabledevelopment/poverty,social protection,Goal 1: End poverty in all its forms everywhere,1
19, yet per cent of these were short term in nature and to achieve the goals countries will need to implement nationally appropriate universal and sustainble social protection systems for all,https://www.un.org/sustainabledevelopment/poverty,social protection,Goal 1: End poverty in all its forms everywhere,1
20,your active engagement in policymaking can make a difference in addressing poverty,https://www.un.org/sustainabledevelopment/poverty,engagement policymaking,Goal 1: End poverty in all its forms everywhere,1
21, it ensures that your rights are promoted and that your voice is heard that inter generational knowledge is shared and that innovation and critical thinking are encouraged at all ages to support transformational change in people s lives and communities,https://www.un.org/sustainabledevelopment/poverty,innovation critical,Goal 1: End poverty in all its forms everywhere,1
22,governments can help create an enabling environment to generate pro productive employment and job opportunities for the poor and the marginalized,https://www.un.org/sustainabledevelopment/poverty,governments help,Goal 1: End poverty in all its forms everywhere,1
23,the private sector has a major role to play in determining whether the growth it creates is inclusive and contributes to poverty reduction,https://www.un.org/sustainabledevelopment/poverty,private sector,Goal 1: End poverty in all its forms everywhere,1
24, it can promote economic opportunities for the poor,https://www.un.org/sustainabledevelopment/poverty,promote economic,Goal 1: End poverty in all its forms everywhere,1
25,the contribution of science to end poverty has been significant,https://www.un.org/sustainabledevelopment/poverty,end poverty,Goal 1: End poverty in all its forms everywhere,1
26, for example it has enabled access to safe drinking water reduced deaths caused by water borne diseases and improved hygiene to reduce health risks related to unsafe drinking water and lack of sanitation,https://www.un.org/sustainabledevelopment/poverty,sanitation,Goal 1: End poverty in all its forms everywhere,1
