,text_data,source,best_key_word,category,label
0,goal is about conserving and sustainably using the oceans seas and marine resources,https://www.un.org/sustainabledevelopment/oceans,marine resources,Goal 14: Life Below Water,14
1, healthy oceans and seas are essential to human existence and life on earth,https://www.un.org/sustainabledevelopment/oceans,healthy oceans,Goal 14: Life Below Water,14
2,the ocean is intrinsic to our life on earth,https://www.un.org/sustainabledevelopment/oceans,ocean intrinsic,Goal 14: Life Below Water,14
3, covering three quarters of the earth s surface contain percent of the earth s water and represent percent of the living space on the planet by volume,https://www.un.org/sustainabledevelopment/oceans,percent earth,Goal 14: Life Below Water,14
4,they provide key natural resources including food medicines biofuels and other products help with the breakdown and removal of waste and pollution and their coastal ecosystems act as buffers to reduce damage from storms,https://www.un.org/sustainabledevelopment/oceans,coastal ecosystems,Goal 14: Life Below Water,14
5, they also act as the planet s greatest carbon sink,https://www.un.org/sustainabledevelopment/oceans,carbon sink,Goal 14: Life Below Water,14
6,worryingly marine pollution is reaching extreme levels with over million metric tons clogging the ocean in a figure set to double or triple by ,https://www.un.org/sustainabledevelopment/oceans,marine pollution,Goal 14: Life Below Water,14
7, plastic is the most harmful type of ocean pollution,https://www.un.org/sustainabledevelopment/oceans,ocean pollution,Goal 14: Life Below Water,14
8,currently the ocean s average ph is ,https://www.un.org/sustainabledevelopment/oceans,average ph,Goal 14: Life Below Water,14
9, which is about per cent more acidic than in pre industrial times,https://www.un.org/sustainabledevelopment/oceans,cent acidic,Goal 14: Life Below Water,14
10, ocean acidification threatens the survival of marine life disrupts the food web and undermines vital services provided by the ocean and our own food security,https://www.un.org/sustainabledevelopment/oceans,ocean acidification,Goal 14: Life Below Water,14
11,careful management of this essential global resource is a key feature of a sustainable future,https://www.un.org/sustainabledevelopment/oceans,sustainable future,Goal 14: Life Below Water,14
12, this includes increasing funding for ocean science intensifying conservation efforts and urgently turning the tide on climate change to safeguard the planet s largest ecosystem,https://www.un.org/sustainabledevelopment/oceans,funding ocean,Goal 14: Life Below Water,14
